country,date,elo_rating
Romania,2025-11-15 00:00:00,1642
Romania,2026-03-26 00:00:00,1637
Russia,2025-09-07 00:00:00,1796
Russia,2025-10-10 00:00:00,1802
Rwanda,2025-10-14 00:00:00,1309
San Marino,2025-06-07 00:00:00,845
San Marino,2025-06-10 00:00:00,845
San Marino,2025-09-06 00:00:00,842
San Marino,2025-10-09 00:00:00,841
San Marino,2025-11-13 00:00:00,833
Saudi Arabia,2025-06-10 00:00:00,1591
Saudi Arabia,2025-09-08 00:00:00,1587
Saudi Arabia,2025-10-14 00:00:00,1585
Saudi Arabia,2025-11-14 00:00:00,1593
Saudi Arabia,2025-11-18 00:00:00,1578
Saudi Arabia,2025-12-02 00:00:00,1592
Saudi Arabia,2025-12-05 00:00:00,1606
Saudi Arabia,2025-12-08 00:00:00,1597
Saudi Arabia,2025-12-11 00:00:00,1611
Saudi Arabia,2025-12-15 00:00:00,1595
Saudi Arabia,2026-03-27 00:00:00,1571
Saudi Arabia,2026-03-31 00:00:00,1568
Saudi Arabia,2026-06-30 00:00:00,1588
Saudi Arabia,2026-07-04 00:00:00,1613
Saudi Arabia,2026-07-12,1622
Scotland,2025-06-06 00:00:00,1716
Scotland,2025-06-09 00:00:00,1717
Scotland,2025-09-05 00:00:00,1729
Scotland,2025-09-08 00:00:00,1741
Scotland,2025-10-09 00:00:00,1767
Scotland,2025-10-12 00:00:00,1771
Scotland,2025-11-15 00:00:00,1756
Scotland,2025-11-18 00:00:00,1790
Scotland,2026-03-28 00:00:00,1780
Scotland,2026-03-31 00:00:00,1767
Scotland,2026-06-30 00:00:00,1742
Scotland,2026-07-04 00:00:00,1727
Scotland,2026-07-12,1728
Senegal,2025-06-10 00:00:00,1785
Senegal,2025-11-15 00:00:00,1801
Senegal,2025-11-18 00:00:00,1804
Senegal,2025-12-23 00:00:00,1809
Senegal,2025-12-27 00:00:00,1797
Senegal,2025-12-30 00:00:00,1807
Senegal,2026-01-03 00:00:00,1812
Senegal,2026-01-09 00:00:00,1823
Senegal,2026-01-14 00:00:00,1838
Senegal,2026-01-18 00:00:00,1870
Senegal,2026-03-28 00:00:00,1878
Senegal,2026-03-31 00:00:00,1879
Senegal,2026-06-30 00:00:00,1850
Senegal,2026-07-04 00:00:00,1774
Senegal,2026-07-12,1760
Serbia,2025-09-09 00:00:00,1805
Serbia,2025-11-13 00:00:00,1767
Serbia,2026-03-27 00:00:00,1766
Serbia,2026-03-31 00:00:00,1769
Slovakia,2025-09-04 00:00:00,1707
Slovakia,2025-11-17 00:00:00,1687
Slovenia,2025-06-10 00:00:00,1752
Slovenia,2025-09-05 00:00:00,1747
Slovenia,2025-09-08 00:00:00,1731
Slovenia,2025-10-13 00:00:00,1735
Slovenia,2025-11-18 00:00:00,1695
South Africa,2025-09-09 00:00:00,1527
South Africa,2025-10-10 00:00:00,1514
South Africa,2025-10-14 00:00:00,1525
South Africa,2025-11-15 00:00:00,1531
South Africa,2025-12-22 00:00:00,1559
South Africa,2025-12-26 00:00:00,1538
South Africa,2025-12-29 00:00:00,1551
South Africa,2026-01-04 00:00:00,1529
South Africa,2026-03-27 00:00:00,1532
South Africa,2026-03-31 00:00:00,1525
South Africa,2026-06-30 00:00:00,1565
South Africa,2026-07-04 00:00:00,1609
South Africa,2026-07-12,1615
South Korea,2025-06-05 00:00:00,1767
South Korea,2025-06-10 00:00:00,1770
South Korea,2025-09-06 00:00:00,1771
South Korea,2025-09-09 00:00:00,1774
South Korea,2025-10-10 00:00:00,1760
South Korea,2025-10-14 00:00:00,1774
South Korea,2025-11-14 00:00:00,1782
South Korea,2025-11-18 00:00:00,1784
South Korea,2026-03-28 00:00:00,1758
South Korea,2026-03-31 00:00:00,1752
South Korea,2026-06-30 00:00:00,1711
South Korea,2026-07-04 00:00:00,1661
South Korea,2026-07-12,1652
Spain,2025-06-05 00:00:00,2167
Spain,2025-06-08 00:00:00,2157
Spain,2025-09-04 00:00:00,2159
Spain,2025-09-07 00:00:00,2179
Spain,2025-10-11 00:00:00,2181
Spain,2025-10-14 00:00:00,2182
Spain,2025-11-15 00:00:00,2189
Spain,2025-11-18 00:00:00,2172
Spain,2026-03-27 00:00:00,2174
Spain,2026-03-31 00:00:00,2165
Spain,2026-06-30 00:00:00,2147
Spain,2026-07-04 00:00:00,2157
Spain,2026-07-12,2167
Sudan,2025-10-14 00:00:00,1368
Sudan,2025-12-06 00:00:00,1382
Sudan,2025-12-24 00:00:00,1344
Sudan,2026-01-03 00:00:00,1350
Suriname,2025-09-04 00:00:00,1399
Suriname,2025-10-14 00:00:00,1440
Sweden,2025-06-06 00:00:00,1754
Sweden,2025-06-10 00:00:00,1760
Sweden,2025-09-05 00:00:00,1765
Sweden,2025-09-08 00:00:00,1729
Sweden,2025-10-10 00:00:00,1703
Sweden,2025-10-13 00:00:00,1674
Sweden,2025-11-15 00:00:00,1664
Sweden,2025-11-18 00:00:00,1660
Sweden,2026-03-26 00:00:00,1702
Sweden,2026-03-31 00:00:00,1719
Sweden,2026-06-30 00:00:00,1743
Sweden,2026-07-04 00:00:00,1751
Sweden,2026-07-12,1751
Switzerland,2025-06-07 00:00:00,1827
Switzerland,2025-06-10 00:00:00,1845
Switzerland,2025-09-05 00:00:00,1854
Switzerland,2025-09-08 00:00:00,1870
Switzerland,2025-10-10 00:00:00,1896
Switzerland,2025-10-13 00:00:00,1892
Switzerland,2025-11-15 00:00:00,1902
Switzerland,2025-11-18 00:00:00,1897
Switzerland,2026-03-27 00:00:00,1885
Switzerland,2026-03-31 00:00:00,1889
Switzerland,2026-06-30 00:00:00,1895
Switzerland,2026-07-04 00:00:00,1950
Switzerland,2026-07-12,1953
Syria,2025-12-01 00:00:00,1487
Syria,2025-12-04 00:00:00,1491
Tanzania,2025-10-14 00:00:00,1336
Tanzania,2025-12-30 00:00:00,1342
Tanzania,2026-01-04 00:00:00,1340
Thailand,2025-09-07 00:00:00,1351
Togo,2025-10-10 00:00:00,1349
Trinidad and Tobago,2025-05-31 00:00:00,1395
Trinidad and Tobago,2025-06-19 00:00:00,1394
Trinidad and Tobago,2025-09-05 00:00:00,1401
Trinidad and Tobago,2025-10-14 00:00:00,1419
Tunisia,2025-11-14 00:00:00,1642
Tunisia,2025-11-18 00:00:00,1650
Tunisia,2025-12-01 00:00:00,1620
Tunisia,2025-12-04 00:00:00,1612
Tunisia,2025-12-07 00:00:00,1641
Tunisia,2025-12-23 00:00:00,1660
Tunisia,2025-12-27 00:00:00,1633
Tunisia,2025-12-30 00:00:00,1615
Tunisia,2026-01-03 00:00:00,1614
Tunisia,2026-03-28 00:00:00,1626
Tunisia,2026-03-31 00:00:00,1636
Tunisia,2026-06-30 00:00:00,1596
Tunisia,2026-07-04 00:00:00,1562
Tunisia,2026-07-12,1562
Turkey,2025-06-07 00:00:00,1847
Turkey,2025-06-10 00:00:00,1836
Turkey,2025-09-04 00:00:00,1855
Turkey,2025-09-07 00:00:00,1835
Turkey,2025-10-11 00:00:00,1847
Turkey,2025-10-14 00:00:00,1861
Turkey,2025-11-15 00:00:00,1864
Turkey,2025-11-18 00:00:00,1881
Turkey,2026-03-26 00:00:00,1886
Turkey,2026-03-31 00:00:00,1903
Türkiye,2026-06-30 00:00:00,1850
Türkiye,2026-07-04 00:00:00,1802
Türkiye,2026-07-12,1790
Uganda,2025-12-23 00:00:00,1416
Ukraine,2025-06-10 00:00:00,1799
Ukraine,2025-09-05 00:00:00,1788
Ukraine,2025-11-13 00:00:00,1788
Ukraine,2026-03-26 00:00:00,1760
United Arab Emirates,2025-03-20 00:00:00,1528
United Arab Emirates,2025-06-05 00:00:00,1544
United Arab Emirates,2025-10-14 00:00:00,1548
United Arab Emirates,2025-11-13 00:00:00,1544
United Arab Emirates,2025-11-18 00:00:00,1532
United Arab Emirates,2025-12-03 00:00:00,1516
United Arab Emirates,2025-12-12 00:00:00,1548
United States,2025-06-07 00:00:00,1712
United States,2025-06-10 00:00:00,1694
United States,2025-06-22 00:00:00,1721
United States,2025-07-02 00:00:00,1720
United States,2025-07-06 00:00:00,1696
United States,2025-09-06 00:00:00,1679
United States,2025-09-09 00:00:00,1698
United States,2025-10-10 00:00:00,1702
United States,2025-10-14 00:00:00,1712
United States,2025-11-15 00:00:00,1723
United States,2025-11-18 00:00:00,1747
United States,2026-03-28 00:00:00,1730
United States,2026-03-31 00:00:00,1721
United States,2026-06-30 00:00:00,1773
United States,2026-07-04 00:00:00,1819
United States,2026-07-12,1818
Uruguay,2025-06-05 00:00:00,1889
Uruguay,2025-06-10 00:00:00,1901
Uruguay,2025-09-04 00:00:00,1914
Uruguay,2025-09-09 00:00:00,1907
Uruguay,2025-10-10 00:00:00,1908
Uruguay,2025-10-13 00:00:00,1913
Uruguay,2025-11-15 00:00:00,1914
Uruguay,2025-11-18 00:00:00,1890
Uruguay,2026-03-27 00:00:00,1896
Uruguay,2026-03-31 00:00:00,1892
Uruguay,2026-06-30 00:00:00,1837
Uruguay,2026-07-04 00:00:00,1775
Uruguay,2026-07-12,1777
Uzbekistan,2025-03-25 00:00:00,1697
Uzbekistan,2025-06-05 00:00:00,1694
Uzbekistan,2025-06-10 00:00:00,1707
Uzbekistan,2025-10-10 00:00:00,1719
Uzbekistan,2025-10-13 00:00:00,1714
Uzbekistan,2025-11-14 00:00:00,1734
Uzbekistan,2025-11-18 00:00:00,1735
Uzbekistan,2026-01-26 00:00:00,1728
Uzbekistan,2026-03-27 00:00:00,1732
Uzbekistan,2026-03-30 00:00:00,1727
Uzbekistan,2026-06-30 00:00:00,1670
Uzbekistan,2026-07-04 00:00:00,1607
Uzbekistan,2026-07-12,1590
Venezuela,2025-06-10 00:00:00,1745
Venezuela,2025-09-04 00:00:00,1741
Venezuela,2025-09-09 00:00:00,1717
Venezuela,2025-10-10 00:00:00,1715
Venezuela,2025-11-14 00:00:00,1727
Venezuela,2025-11-18 00:00:00,1715
Venezuela,2026-03-30 00:00:00,1727
Wales,2025-06-09 00:00:00,1726
Wales,2025-09-09 00:00:00,1724
Wales,2025-10-09 00:00:00,1721
Wales,2025-10-13 00:00:00,1692
Wales,2026-03-26 00:00:00,1703
Zambia,2025-11-15 00:00:00,1368
Zambia,2025-12-29 00:00:00,1371
Zambia,2026-03-31 00:00:00,1371
Zimbabwe,2025-10-10 00:00:00,1368
Zimbabwe,2025-11-17 00:00:00,1352
Zimbabwe,2025-12-22 00:00:00,1342
Zimbabwe,2025-12-29 00:00:00,1342
